,fiscal_year,buyer_name,tender/stage,tender/mainProcurementCategory,saving/overrun,tender_count
1070,2022-2023,Industries and Commerce Department,Retender,Works,Samevalue,5
1071,2022-2023,Industries and Commerce Department,Technical Bid Opening,Services,Samevalue,5
1072,2022-2023,Industries and Commerce Department,Technical Bid Opening,Works,Samevalue,13
1073,2022-2023,Industries and Commerce Department,Technical Evaluation,Goods,Samevalue,13
1074,2022-2023,Industries and Commerce Department,Technical Evaluation,Services,Samevalue,4
1075,2022-2023,Industries and Commerce Department,Technical Evaluation,Works,Samevalue,5
1076,2022-2023,Industries and Commerce Department,To Be Opened,Goods,Samevalue,4
1077,2022-2023,Industries and Commerce Department,To Be Opened,Services,Samevalue,6
1078,2022-2023,Industries and Commerce Department,To Be Opened,Works,Samevalue,1
1079,2022-2023,Information - Public Relations - Printing and Stationery Department,AOC,Works,Samevalue,1
1080,2022-2023,Information - Public Relations - Printing and Stationery Department,Cancelled,Goods,Samevalue,2
1081,2022-2023,Information - Public Relations - Printing and Stationery Department,Cancelled,Services,Samevalue,5
1082,2022-2023,Information - Public Relations - Printing and Stationery Department,Retender,Services,Samevalue,2
1083,2022-2023,Information - Public Relations - Printing and Stationery Department,Technical Evaluation,Works,Samevalue,3
1084,2022-2023,Information and Public Relations Department,AOC,Goods,Samevalue,1
1085,2022-2023,Information and Public Relations Department,AOC,Services,Saving,1
1086,2022-2023,Information and Public Relations Department,Cancelled,Goods,Samevalue,1
1087,2022-2023,Information and Public Relations Department,Cancelled,Services,Samevalue,2
1088,2022-2023,Information and Public Relations Department,Financial Evaluation,Goods,Samevalue,1
1089,2022-2023,Information and Public Relations Department,Financial Evaluation,Services,Samevalue,1
1090,2022-2023,Inland Water Transport,AOC,Services,Samevalue,4
1091,2022-2023,Inland Water Transport,Cancelled,Services,Samevalue,1
1092,2022-2023,Inland Water Transport,Financial Bid Opening,Services,Samevalue,1
1093,2022-2023,Inland Water Transport,Technical Evaluation,Services,Samevalue,18
1094,2022-2023,Inland Water Transport,To Be Opened,Services,Samevalue,30
1095,2022-2023,Irrigation Department,AOC,Services,Overrun,1
1096,2022-2023,Irrigation Department,AOC,Works,Samevalue,16
1097,2022-2023,Irrigation Department,AOC,Works,Saving,89
1098,2022-2023,Irrigation Department,Cancelled,Services,Samevalue,1
1099,2022-2023,Irrigation Department,Cancelled,Works,Samevalue,27
1100,2022-2023,Irrigation Department,Retender,Works,Samevalue,2
1101,2022-2023,Karbi Anglong Autonomous Council,AOC,Works,Samevalue,2
1102,2022-2023,Karbi Anglong Autonomous Council,AOC,Works,Saving,1
1103,2022-2023,Karbi Anglong Autonomous Council,Retender,Works,Samevalue,2
1104,2022-2023,Karbi Anglong Autonomous Council,Technical Evaluation,Works,Samevalue,1
1105,2022-2023,Medical Education and Research Department- Externally Aided Project,AOC,Services,Samevalue,2
1106,2022-2023,National Health Mission,AOC,Goods,Samevalue,2
1107,2022-2023,National Health Mission,AOC,Goods,Saving,1
1108,2022-2023,National Health Mission,AOC,Services,Samevalue,4
1109,2022-2023,National Health Mission,AOC,Works,Overrun,2
1110,2022-2023,National Health Mission,AOC,Works,Samevalue,343
1111,2022-2023,National Health Mission,AOC,Works,Saving,124
1112,2022-2023,National Health Mission,Cancelled,Goods,Samevalue,2
1113,2022-2023,National Health Mission,Cancelled,Services,Samevalue,3
1114,2022-2023,National Health Mission,Cancelled,Works,Samevalue,408
1115,2022-2023,National Health Mission,Financial Bid Opening,Services,Samevalue,1
1116,2022-2023,National Health Mission,Financial Bid Opening,Works,Samevalue,78
1117,2022-2023,National Health Mission,Financial Evaluation,Works,Samevalue,1
1118,2022-2023,National Health Mission,Retender,Goods,Samevalue,1
1119,2022-2023,National Health Mission,Retender,Works,Samevalue,6
1120,2022-2023,National Health Mission,Technical Bid Opening,Goods,Samevalue,14
1121,2022-2023,National Health Mission,Technical Bid Opening,Works,Samevalue,4
1122,2022-2023,National Health Mission,Technical Evaluation,Services,Samevalue,2
1123,2022-2023,National Health Mission,Technical Evaluation,Works,Samevalue,152
1124,2022-2023,National Health Mission,To Be Opened,Goods,Samevalue,2
1125,2022-2023,National Health Mission,To Be Opened,Services,Samevalue,1
1126,2022-2023,National Health Mission,To Be Opened,Works,Samevalue,48
1127,2022-2023,Office of the Chief Electoral Officer Assam,AOC,Services,Samevalue,2
1128,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Goods,Samevalue,7
1129,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Services,Samevalue,1
1130,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,Overrun,1
1131,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,Samevalue,21
1132,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,AOC,Works,Saving,46
1133,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Cancelled,Goods,Samevalue,4
1134,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Cancelled,Services,Samevalue,4
1135,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Cancelled,Works,Samevalue,59
1136,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Financial Bid Opening,Goods,Samevalue,2
1137,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Financial Bid Opening,Works,Samevalue,2
1138,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Financial Evaluation,Services,Samevalue,1
1139,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Financial Evaluation,Works,Samevalue,1
1140,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Retender,Goods,Samevalue,1
1141,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Retender,Works,Samevalue,3
1142,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Technical Bid Opening,Goods,Samevalue,8
1143,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Technical Bid Opening,Services,Samevalue,1
1144,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Technical Bid Opening,Works,Samevalue,24
1145,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Technical Evaluation,Goods,Samevalue,1
1146,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,Technical Evaluation,Works,Samevalue,3
1147,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,To Be Opened,Services,Samevalue,2
1148,2022-2023,Pr. Chief Conservator of Forest and Head of Forest Force,To Be Opened,Works,Samevalue,10
1149,2022-2023,Principal Secretary- P and RD- Assam Secretariat,AOC,Goods,Overrun,1
1150,2022-2023,Principal Secretary- P and RD- Assam Secretariat,AOC,Goods,Samevalue,4
1151,2022-2023,Principal Secretary- P and RD- Assam Secretariat,AOC,Goods,Saving,8
1152,2022-2023,Principal Secretary- P and RD- Assam Secretariat,AOC,Services,Samevalue,4
1153,2022-2023,Principal Secretary- P and RD- Assam Secretariat,AOC,Services,Saving,1
1154,2022-2023,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,Samevalue,4
1155,2022-2023,Principal Secretary- P and RD- Assam Secretariat,AOC,Works,Saving,9
1156,2022-2023,Principal Secretary- P and RD- Assam Secretariat,Cancelled,Goods,Samevalue,5
1157,2022-2023,Principal Secretary- P and RD- Assam Secretariat,Cancelled,Works,Samevalue,2
1158,2022-2023,Principal Secretary- P and RD- Assam Secretariat,Retender,Goods,Samevalue,2
1159,2022-2023,Principal Secretary- P and RD- Assam Secretariat,Retender,Works,Samevalue,2
1160,2022-2023,Principal Secretary- P and RD- Assam Secretariat,Technical Bid Opening,Goods,Samevalue,5
1161,2022-2023,Principal Secretary-Department of Information Technology,AOC,Goods,Samevalue,4
1162,2022-2023,Principal Secretary-Department of Information Technology,AOC,Works,Samevalue,9
1163,2022-2023,Principal Secretary-Department of Information Technology,AOC,Works,Saving,1
1164,2022-2023,Principal Secretary-Department of Information Technology,Cancelled,Goods,Samevalue,3
1165,2022-2023,Principal Secretary-Department of Information Technology,Cancelled,Works,Samevalue,3
1166,2022-2023,Principal Secretary-Department of Information Technology,Financial Bid Opening,Services,Samevalue,1
1167,2022-2023,Principal Secretary-Department of Information Technology,Financial Evaluation,Works,Samevalue,1
1168,2022-2023,Principal Secretary-Department of Information Technology,Retender,Services,Samevalue,1
1169,2022-2023,Principal Secretary-Department of Information Technology,To Be Opened,Works,Samevalue,1
1170,2022-2023,Public Health Engineering Department,AOC,Goods,Samevalue,1
1171,2022-2023,Public Health Engineering Department,AOC,Services,Overrun,2
1172,2022-2023,Public Health Engineering Department,AOC,Services,Samevalue,2
1173,2022-2023,Public Health Engineering Department,AOC,Works,Samevalue,2
1174,2022-2023,Public Health Engineering Department,AOC,Works,Saving,1
1175,2022-2023,Public Health Engineering Department,Cancelled,Works,Samevalue,1
1176,2022-2023,Public Health Engineering Department,Financial Bid Opening,Goods,Samevalue,1
1177,2022-2023,Public Health Engineering Department,Financial Evaluation,Goods,Samevalue,4
1178,2022-2023,Public Health Engineering Department,Financial Evaluation,Services,Samevalue,2
1179,2022-2023,Public Health Engineering Department,Financial Evaluation,Works,Samevalue,1
1180,2022-2023,Public Health Engineering Department,Retender,Goods,Samevalue,1
1181,2022-2023,Public Health Engineering Department,Retender,Services,Samevalue,1
1182,2022-2023,Public Health Engineering Department,Retender,Works,Samevalue,2
1183,2022-2023,Public Health Engineering Department,Technical Bid Opening,Services,Samevalue,1
1184,2022-2023,Public Health Engineering Department,Technical Evaluation,Works,Samevalue,5
1185,2022-2023,Public Health Engineering Department,To Be Opened,Services,Samevalue,1
1186,2022-2023,Public Health Engineering Department,To Be Opened,Works,Samevalue,1
1187,2022-2023,Public Works Building and NH Department,AOC,Works,Overrun,182
1188,2022-2023,Public Works Building and NH Department,AOC,Works,Samevalue,91
1189,2022-2023,Public Works Building and NH Department,AOC,Works,Saving,232
1190,2022-2023,Public Works Building and NH Department,Cancelled,Services,Samevalue,8
1191,2022-2023,Public Works Building and NH Department,Cancelled,Works,Samevalue,302
1192,2022-2023,Public Works Building and NH Department,Financial Bid Opening,Works,Samevalue,72
1193,2022-2023,Public Works Building and NH Department,Financial Evaluation,Works,Samevalue,10
1194,2022-2023,Public Works Building and NH Department,Retender,Works,Samevalue,6
1195,2022-2023,Public Works Building and NH Department,Technical Bid Opening,Works,Samevalue,31
1196,2022-2023,Public Works Building and NH Department,Technical Evaluation,Works,Samevalue,4
1197,2022-2023,Public Works Building and NH Department,To Be Opened,Works,Samevalue,1
1198,2022-2023,Public Works Roads Department,AOC,Goods,Saving,1
1199,2022-2023,Public Works Roads Department,AOC,Works,Overrun,19
1200,2022-2023,Public Works Roads Department,AOC,Works,Samevalue,649
1201,2022-2023,Public Works Roads Department,AOC,Works,Saving,405
1202,2022-2023,Public Works Roads Department,Cancelled,Works,Samevalue,225
1203,2022-2023,Public Works Roads Department,Financial Bid Opening,Works,Samevalue,39
1204,2022-2023,Public Works Roads Department,Financial Evaluation,Works,Samevalue,7
1205,2022-2023,Public Works Roads Department,Retender,Services,Samevalue,2
1206,2022-2023,Public Works Roads Department,Retender,Works,Samevalue,12
1207,2022-2023,Public Works Roads Department,Technical Bid Opening,Works,Samevalue,14
1208,2022-2023,Public Works Roads Department,Technical Evaluation,Works,Samevalue,24
1209,2022-2023,Public Works Roads Department,To Be Opened,Services,Samevalue,7
1210,2022-2023,Public Works Roads Department,To Be Opened,Works,Samevalue,65
1211,2022-2023,Public Works Roads Department-Externally Aided Project,AOC,Works,Overrun,3
1212,2022-2023,Public Works Roads Department-Externally Aided Project,AOC,Works,Samevalue,14
1213,2022-2023,Public Works Roads Department-Externally Aided Project,AOC,Works,Saving,110
1214,2022-2023,Public Works Roads Department-Externally Aided Project,Cancelled,Works,Samevalue,32
1215,2022-2023,Public Works Roads Department-Externally Aided Project,Financial Bid Opening,Services,Samevalue,2
1216,2022-2023,Public Works Roads Department-Externally Aided Project,Technical Bid Opening,Services,Samevalue,2
1217,2022-2023,Public Works Roads Department-Externally Aided Project,Technical Evaluation,Works,Samevalue,10
1218,2022-2023,SECONDARY EDUCATION DEPARTMENT ASSAM,AOC,Goods,Samevalue,3
1219,2022-2023,Science Technology and Climate Change Department,AOC,Goods,Samevalue,3
1220,2022-2023,Science Technology and Climate Change Department,AOC,Services,Samevalue,1
1221,2022-2023,Science Technology and Climate Change Department,Cancelled,Goods,Samevalue,1
1222,2022-2023,Science Technology and Climate Change Department,Financial Bid Opening,Goods,Samevalue,1
1223,2022-2023,Skill Employment and Entrepreneurship Department,AOC,Services,Samevalue,7
1224,2022-2023,Skill Employment and Entrepreneurship Department,AOC,Works,Saving,2
1225,2022-2023,Skill Employment and Entrepreneurship Department,Cancelled,Services,Samevalue,1
1226,2022-2023,Social Welfare Department,AOC,Goods,Samevalue,1
1227,2022-2023,Social Welfare Department,Cancelled,Goods,Samevalue,1
1228,2022-2023,Social Welfare Department,Cancelled,Services,Samevalue,1
1229,2022-2023,Social Welfare Department,Financial Evaluation,Goods,Samevalue,1
1230,2022-2023,Social Welfare Department,Technical Bid Opening,Goods,Samevalue,1
1231,2022-2023,Soil Conservation Department,AOC,Works,Saving,12
1232,2022-2023,Soil Conservation Department,Cancelled,Works,Samevalue,7
1233,2022-2023,Transformation and Development Department,AOC,Services,Samevalue,2
1234,2022-2023,Transformation and Development Department,Financial Evaluation,Services,Samevalue,1
1235,2022-2023,Transport Department,AOC,Services,Samevalue,1
1236,2022-2023,Transport Department,Cancelled,Services,Samevalue,1
1237,2022-2023,Transport Department,To Be Opened,Services,Samevalue,1
1238,2022-2023,Transport Department- Externally Funded Projects,AOC,Goods,Samevalue,1
1239,2022-2023,Transport Department- Externally Funded Projects,AOC,Services,Samevalue,2
1240,2022-2023,Transport Department- Externally Funded Projects,Cancelled,Works,Samevalue,1
1241,2022-2023,Transport Department- Externally Funded Projects,Financial Evaluation,Services,Samevalue,1
1242,2022-2023,Urban Affairs Department Externally Aided Project,AOC,Services,Samevalue,2
1243,2022-2023,Urban Affairs Department Externally Aided Project,AOC,Works,Samevalue,3
1244,2022-2023,Urban Affairs Department Externally Aided Project,Cancelled,Goods,Samevalue,1
1245,2022-2023,Urban Affairs Department Externally Aided Project,Cancelled,Works,Samevalue,2
1246,2022-2023,Urban Development Department,AOC,Goods,Samevalue,4
1247,2022-2023,Urban Development Department,AOC,Services,Samevalue,3
1248,2022-2023,Urban Development Department,AOC,Works,Overrun,1
1249,2022-2023,Urban Development Department,AOC,Works,Samevalue,8
1250,2022-2023,Urban Development Department,AOC,Works,Saving,7
1251,2022-2023,Urban Development Department,Cancelled,Goods,Samevalue,3
1252,2022-2023,Urban Development Department,Cancelled,Services,Samevalue,7
1253,2022-2023,Urban Development Department,Cancelled,Works,Samevalue,14
1254,2022-2023,Urban Development Department,Financial Bid Opening,Services,Samevalue,1
1255,2022-2023,Urban Development Department,Financial Bid Opening,Works,Samevalue,3
1256,2022-2023,Urban Development Department,Financial Evaluation,Services,Samevalue,1
1257,2022-2023,Urban Development Department,Financial Evaluation,Works,Samevalue,5
1258,2022-2023,Urban Development Department,Retender,Works,Samevalue,4
1259,2022-2023,Urban Development Department,Technical Bid Opening,Services,Samevalue,2
1260,2022-2023,Urban Development Department,Technical Evaluation,Services,Samevalue,1
1261,2022-2023,Urban Development Department,Technical Evaluation,Works,Samevalue,4
1262,2022-2023,Urban Development Department,To Be Opened,Goods,Samevalue,1
1263,2022-2023,Urban Development Department,To Be Opened,Services,Samevalue,1
1264,2022-2023,Urban Development Department,To Be Opened,Works,Samevalue,3
1265,2022-2023,Water Resources Department- World Bank Tenders,AOC,Goods,Saving,2
1266,2022-2023,Water Resources Department- World Bank Tenders,AOC,Services,Saving,1
1267,2022-2023,Water Resources Department- World Bank Tenders,AOC,Works,Saving,3
1268,2022-2023,Water Resources Department- World Bank Tenders,Financial Evaluation,Goods,Samevalue,2
1269,2022-2023,Water Resources Department- World Bank Tenders,To Be Opened,Goods,Samevalue,1
1270,2022-2023,Welfare of Minorities Development Department,Cancelled,Goods,Samevalue,1
1271,2022-2023,Welfare of Minorities Development Department,Cancelled,Services,Samevalue,7
1272,2022-2023,Welfare of Plain Tribes and Backward Classes,AOC,Goods,Samevalue,3
1273,2022-2023,Welfare of Plain Tribes and Backward Classes,AOC,Goods,Saving,5
1274,2022-2023,Welfare of Plain Tribes and Backward Classes,AOC,Works,Overrun,1
1275,2022-2023,Welfare of Plain Tribes and Backward Classes,AOC,Works,Samevalue,52
1276,2022-2023,Welfare of Plain Tribes and Backward Classes,AOC,Works,Saving,29
1277,2022-2023,Welfare of Plain Tribes and Backward Classes,Cancelled,Goods,Samevalue,6
1278,2022-2023,Welfare of Plain Tribes and Backward Classes,Cancelled,Works,Samevalue,4
1279,2022-2023,Welfare of Plain Tribes and Backward Classes,Financial Bid Opening,Goods,Samevalue,13
1280,2022-2023,Welfare of Plain Tribes and Backward Classes,Financial Bid Opening,Works,Samevalue,1
1281,2022-2023,Welfare of Plain Tribes and Backward Classes,Financial Evaluation,Works,Samevalue,3
1282,2022-2023,Welfare of Plain Tribes and Backward Classes,Technical Bid Opening,Works,Samevalue,1
1283,2022-2023,Welfare of Plain Tribes and Backward Classes,Technical Evaluation,Goods,Samevalue,16
1284,2022-2023,Welfare of Plain Tribes and Backward Classes,Technical Evaluation,Works,Samevalue,1
1285,2022-2023,Welfare of Plain Tribes and Backward Classes,To Be Opened,Goods,Samevalue,2
1286,2023-2024,Assam Agricultural University,AOC,Goods,Samevalue,1
1287,2023-2024,Assam Electricity Grid Corporation Ltd,AOC,Works,Samevalue,1
1288,2023-2024,Assam Electricity Grid Corporation Ltd,Cancelled,Works,Samevalue,1
1289,2023-2024,Assam Police Housing Corporation Ltd,AOC,Works,Samevalue,15
1290,2023-2024,Assam Power Generation Company Limited,Financial Bid Opening,Works,Samevalue,1
1291,2023-2024,Axom Sarba Siksha Abhijan Mission,Cancelled,Works,Samevalue,6
1292,2023-2024,Axom Sarba Siksha Abhijan Mission,Financial Bid Opening,Works,Samevalue,2
1293,2023-2024,Bodoland Territorial Council,AOC,Works,Samevalue,8
1294,2023-2024,Bodoland Territorial Council,Cancelled,Goods,Samevalue,1
1295,2023-2024,Bodoland Territorial Council,Cancelled,Works,Samevalue,1
1296,2023-2024,Bodoland Territorial Council,Financial Bid Opening,Works,Samevalue,6
1297,2023-2024,Bodoland Territorial Council,Financial Evaluation,Works,Samevalue,1
1298,2023-2024,Bodoland Territorial Council,To Be Opened,Goods,Samevalue,1
1299,2023-2024,Bodoland Territorial Council-PWD,Cancelled,Works,Samevalue,1
1300,2023-2024,Department of Tourism,To Be Opened,Services,Samevalue,3
1301,2023-2024,Department of Water Resources,AOC,Works,Samevalue,2
1302,2023-2024,Department of Water Resources,Financial Bid Opening,Works,Samevalue,1
1303,2023-2024,Department of Water Resources,Financial Evaluation,Works,Samevalue,1
1304,2023-2024,Department of Water Resources,Technical Evaluation,Goods,Samevalue,2
1305,2023-2024,Dibrugarh University,Technical Evaluation,Goods,Samevalue,1
1306,2023-2024,Finance Department - World Bank Tenders,AOC,Goods,Samevalue,1
1307,2023-2024,Guwahati Metropolitan Development Authority,AOC,Works,Samevalue,1
1308,2023-2024,Health and Family Welfare Department,AOC,Services,Samevalue,1
1309,2023-2024,Health and Family Welfare Department,Cancelled,Goods,Samevalue,1
1310,2023-2024,Industries and Commerce Department,AOC,Goods,Samevalue,1
1311,2023-2024,Industries and Commerce Department,Cancelled,Goods,Samevalue,3
1312,2023-2024,Industries and Commerce Department,Technical Evaluation,Services,Samevalue,1
1313,2023-2024,Industries and Commerce Department,To Be Opened,Goods,Samevalue,2
1314,2023-2024,Inland Water Transport,Technical Evaluation,Services,Samevalue,7
1315,2023-2024,Inland Water Transport,To Be Opened,Services,Samevalue,11
1316,2023-2024,Irrigation Department,AOC,Works,Samevalue,1
1317,2023-2024,Irrigation Department,Cancelled,Works,Samevalue,4
1318,2023-2024,Karbi Anglong Autonomous Council,Financial Bid Opening,Works,Samevalue,2
1319,2023-2024,National Health Mission,AOC,Works,Samevalue,5
1320,2023-2024,National Health Mission,Cancelled,Works,Samevalue,5
1321,2023-2024,National Health Mission,Financial Bid Opening,Works,Samevalue,1
1322,2023-2024,National Health Mission,Technical Evaluation,Works,Samevalue,9
1323,2023-2024,Principal Secretary-Department of Information Technology,Cancelled,Works,Samevalue,1
1324,2023-2024,Principal Secretary-Department of Information Technology,To Be Opened,Works,Samevalue,1
1325,2023-2024,Public Health Engineering Department,Retender,Works,Samevalue,1
1326,2023-2024,Public Works Building and NH Department,AOC,Works,Samevalue,5
1327,2023-2024,Public Works Building and NH Department,Cancelled,Works,Samevalue,3
1328,2023-2024,Public Works Building and NH Department,Financial Evaluation,Works,Samevalue,1
1329,2023-2024,Public Works Building and NH Department,To Be Opened,Works,Samevalue,1
1330,2023-2024,Public Works Roads Department,Cancelled,Works,Samevalue,2
1331,2023-2024,SECONDARY EDUCATION DEPARTMENT ASSAM,To Be Opened,Services,Samevalue,1
1332,2023-2024,Urban Development Department,Cancelled,Works,Samevalue,2
1333,2023-2024,Urban Development Department,Financial Evaluation,Works,Samevalue,1
